LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
17,Feb,16,23:53:42,combo,sshd(pam_unix)[5146],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
18,Feb,16,23:53:45,combo,sshd(pam_unix)[5148],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
19,Feb,16,23:53:51,combo,sshd(pam_unix)[5150],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
20,Feb,16,23:53:52,combo,sshd(pam_unix)[5152],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
21,Feb,16,23:53:55,combo,sshd(pam_unix)[5154],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
22,Feb,16,23:54:01,combo,sshd(pam_unix)[5156],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
23,Feb,16,23:54:02,combo,sshd(pam_unix)[5158],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
24,Feb,16,23:54:05,combo,sshd(pam_unix)[5160],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
25,Feb,16,23:54:05,combo,sshd(pam_unix)[5162],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
26,Feb,16,23:54:11,combo,sshd(pam_unix)[5164],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=69.42.162.212  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=69.42.162.212  user=root']"
27,Feb,17,12:08:58,combo,sshd(pam_unix)[5202],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
28,Feb,17,12:08:58,combo,sshd(pam_unix)[5208],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
29,Feb,17,12:08:58,combo,sshd(pam_unix)[5204],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
30,Feb,17,12:08:58,combo,sshd(pam_unix)[5201],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
31,Feb,17,12:08:58,combo,sshd(pam_unix)[5205],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
32,Feb,17,12:08:58,combo,sshd(pam_unix)[5211],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
33,Feb,17,12:08:59,combo,sshd(pam_unix)[5213],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
34,Feb,17,12:08:59,combo,sshd(pam_unix)[5214],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
35,Feb,17,12:08:59,combo,sshd(pam_unix)[5216],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
36,Feb,17,12:08:59,combo,sshd(pam_unix)[5219],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.red-217-126-158.staticip.rima-tde.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=68.red-217-126-158.staticip.rima-tde.net  user=root']"
37,Feb,17,15:03:33,combo,sshd(pam_unix)[5226],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=data.nhwsh.tp.edu.tw  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=data.nhwsh.tp.edu.tw  user=root']"
38,Feb,17,15:13:33,combo,ftpd[5236],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
39,Feb,17,15:13:33,combo,ftpd[5243],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
40,Feb,17,15:13:33,combo,ftpd[5228],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
41,Feb,17,15:13:33,combo,ftpd[5244],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
42,Feb,17,15:13:33,combo,ftpd[5235],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
43,Feb,17,15:13:33,combo,ftpd[5242],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
44,Feb,17,15:13:33,combo,ftpd[5241],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
45,Feb,17,15:13:33,combo,ftpd[5237],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
46,Feb,17,15:13:33,combo,ftpd[5234],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
47,Feb,17,15:13:33,combo,ftpd[5229],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
48,Feb,17,15:13:33,combo,ftpd[5230],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
49,Feb,17,15:13:33,combo,ftpd[5240],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
50,Feb,17,15:13:33,combo,ftpd[5233],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
51,Feb,17,15:13:33,combo,ftpd[5231],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
52,Feb,17,15:13:33,combo,ftpd[5232],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
53,Feb,17,15:13:33,combo,ftpd[5238],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
54,Feb,17,15:13:33,combo,ftpd[5239],connection from 211.72.151.162 () at Fri Feb 17 15:13:33 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['211.72.151.162 ()', 'Fri', '17 15', '13:33', '2006']"
55,Feb,17,16:38:18,combo,sshd(pam_unix)[5248],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root']"
56,Feb,17,16:38:18,combo,sshd(pam_unix)[5247],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root']"
57,Feb,17,16:38:18,combo,sshd(pam_unix)[5249],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root']"
58,Feb,17,16:38:18,combo,sshd(pam_unix)[5250],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root']"
59,Feb,17,16:38:18,combo,sshd(pam_unix)[5251],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root']"
60,Feb,17,16:38:18,combo,sshd(pam_unix)[5245],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root']"
61,Feb,17,16:38:18,combo,sshd(pam_unix)[5246],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root']"
62,Feb,17,16:38:19,combo,sshd(pam_unix)[5253],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root']"
63,Feb,17,16:38:19,combo,sshd(pam_unix)[5252],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-24-7-117-28.hsd1.ca.comcast.net  user=root']"
64,Feb,17,22:40:43,combo,ftpd[5265],connection from 69.177.104.55 () at Fri Feb 17 22:40:43 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:43', '2006']"
65,Feb,17,22:40:43,combo,ftpd[5263],connection from 69.177.104.55 () at Fri Feb 17 22:40:43 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:43', '2006']"
66,Feb,17,22:40:43,combo,ftpd[5266],connection from 69.177.104.55 () at Fri Feb 17 22:40:43 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:43', '2006']"
67,Feb,17,22:40:43,combo,ftpd[5264],connection from 69.177.104.55 () at Fri Feb 17 22:40:43 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:43', '2006']"
68,Feb,17,22:40:43,combo,ftpd[5267],connection from 69.177.104.55 () at Fri Feb 17 22:40:43 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:43', '2006']"
69,Feb,17,22:40:43,combo,ftpd[5268],connection from 69.177.104.55 () at Fri Feb 17 22:40:43 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:43', '2006']"
70,Feb,17,22:40:45,combo,ftpd[5270],connection from 69.177.104.55 () at Fri Feb 17 22:40:45 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:45', '2006']"
71,Feb,17,22:40:45,combo,ftpd[5269],connection from 69.177.104.55 () at Fri Feb 17 22:40:45 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:45', '2006']"
72,Feb,17,22:40:46,combo,ftpd[5271],connection from 69.177.104.55 () at Fri Feb 17 22:40:46 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:46', '2006']"
73,Feb,17,22:40:46,combo,ftpd[5273],connection from 69.177.104.55 () at Fri Feb 17 22:40:46 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:46', '2006']"
74,Feb,17,22:40:46,combo,ftpd[5272],connection from 69.177.104.55 () at Fri Feb 17 22:40:46 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:46', '2006']"
75,Feb,17,22:40:46,combo,ftpd[5274],connection from 69.177.104.55 () at Fri Feb 17 22:40:46 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:46', '2006']"
76,Feb,17,22:40:47,combo,ftpd[5275],connection from 69.177.104.55 () at Fri Feb 17 22:40:47 2006,911f3043,connection from <*> <*> at <*> Feb <*> <*>:<*>:<*> <*>,"['69.177.104.55 ()', 'Fri', '17 22', '40:47', '2006']"
77,Feb,18,03:55:39,combo,sshd(pam_unix)[5280],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host227.infiniconsys.com  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=host227.infiniconsys.com  user=root']"
78,Feb,18,04:03:23,combo,sshd(pam_unix)[5282],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-31-236-3.static.tfn.net.tw  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=61-31-236-3.static.tfn.net.tw  user=root']"
79,Feb,18,04:26:34,combo,sshd(pam_unix)[5284],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-126.47.82.info.com.ph  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=adsl-126.47.82.info.com.ph  user=root']"
80,Feb,18,04:29:58,combo,sshd(pam_unix)[5286],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c-66-176-150-53.hsd1.fl.comcast.net  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=c-66-176-150-53.hsd1.fl.comcast.net  user=root']"
81,Feb,18,04:45:02,combo,sshd(pam_unix)[5288],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=66-169-125-252.dhcp.ftwo.tx.charter.com  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=66-169-125-252.dhcp.ftwo.tx.charter.com  user=root']"
82,Feb,18,05:16:07,combo,sshd(pam_unix)[5290],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.242.213.22  user=root,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=211.242.213.22  user=root']"
83,Feb,18,05:44:27,combo,sshd(pam_unix)[5292],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test']"
84,Feb,18,05:44:27,combo,sshd(pam_unix)[5293],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test']"
85,Feb,18,05:44:28,combo,sshd(pam_unix)[5294],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test']"
86,Feb,18,05:44:28,combo,sshd(pam_unix)[5298],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test']"
87,Feb,18,05:44:28,combo,sshd(pam_unix)[5299],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test']"
88,Feb,18,05:44:28,combo,sshd(pam_unix)[5300],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test,968a0b94,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= <*> <*>,"['0', '0', 'rhost=dialup-mum-203.94.231.54.mtnl.net.in  user=test']"
